geneID,length,number_of_sites,order,site_start,site_end
YKL145W,86,9,2,412,498
YKL145W,16,9,3,553,569
YKL145W,19,9,4,570,589
YKL145W,33,9,5,598,631
YKL145W,27,9,6,674,701
YKL145W,113,9,7,912,1025
YKL145W,46,9,8,1174,1220
YKL145W,57,9,9,1302,1359
YEL056W,15,4,1,224,239
YEL056W,27,4,2,742,769
YEL056W,42,4,3,887,929
YEL056W,23,4,4,975,998
YLR373C,46,8,1,546,592
YLR373C,16,8,2,598,614
YLR373C,29,8,3,718,747
YLR373C,35,8,4,751,786
YLR373C,16,8,5,1109,1125
YLR373C,43,8,6,1164,1207
YLR373C,19,8,7,1871,1890
YLR373C,23,8,8,2482,2505
YOR111W,20,5,1,313,333
YOR111W,21,5,2,335,356
YOR111W,37,5,3,491,528
YOR111W,82,5,4,515,597
YOR111W,47,5,5,584,631
YFL016C,79,5,1,775,854
YFL016C,26,5,2,855,881
YFL016C,15,5,3,1197,1212
YFL016C,22,5,4,1230,1252
YFL016C,37,5,5,1290,1327
YDR451C,45,5,1,467,512
YDR451C,32,5,2,499,531
YDR451C,27,5,3,531,558
YDR451C,61,5,4,732,793
YDR451C,23,5,5,798,821
YLR260W,31,5,1,820,851
YLR260W,17,5,2,854,871
YLR260W,16,5,3,874,890
YLR260W,62,5,4,1499,1561
YLR260W,18,5,5,1764,1782
YNL032W,34,1,1,649,683
YKR001C,38,3,1,926,964
YKR001C,22,3,2,1164,1186
YKR001C,38,3,3,2050,2088
YMR001C,27,4,1,1482,1509
YMR001C,15,4,2,1671,1686
YMR001C,20,4,3,1879,1899
YMR001C,23,4,4,1932,1955
YJL006C,60,4,1,312,372
YJL006C,33,4,2,552,585
YJL006C,17,4,3,687,704
YJL006C,18,4,4,720,738
YBL082C,42,2,1,186,228
YBL082C,15,2,2,255,270
YIR034C,55,2,1,557,612
YIR034C,17,2,2,666,683
YDR165W,67,4,1,962,1029
YDR165W,37,4,2,1116,1153
YDR165W,19,4,3,1171,1190
YDR165W,46,4,4,1221,1267
YFL018C,89,7,1,513,602
YFL018C,24,7,2,670,694
YFL018C,24,7,3,894,918
YFL018C,20,7,4,936,956
YFL018C,37,7,5,1103,1140
YFL018C,25,7,6,1145,1170
YFL018C,18,7,7,1434,1452
YJR068W,50,4,1,254,304
YJR068W,30,4,2,298,328
YJR068W,25,4,3,518,543
YJR068W,27,4,4,662,689
YDL178W,45,4,1,263,308
YDL178W,22,4,2,487,509
YDL178W,27,4,3,1028,1055
YDL178W,31,4,4,1513,1544
YER095W,23,6,1,725,748
YER095W,16,6,2,771,787
YER095W,19,6,3,810,829
YER095W,21,6,4,833,854
YER095W,29,6,5,1043,1072
YER095W,17,6,6,1151,1168
YLR170C,40,2,1,185,225
YLR170C,33,2,2,303,336
YML086C,22,9,1,252,274
YML086C,24,9,2,678,702
YML086C,22,9,3,705,727
YML086C,129,9,4,799,928
YML086C,37,9,5,950,987
YML086C,48,9,6,1304,1352
YML086C,68,9,7,1360,1428
YML086C,59,9,8,1429,1488
YML086C,55,9,9,1518,1573
YKR030W,66,1,1,346,412
YPL015C,35,2,1,297,332
YPL015C,20,2,2,651,671
YGL213C,26,6,1,580,606
YGL213C,50,6,2,798,848
YGL213C,44,6,3,850,894
YGL213C,16,6,4,895,911
YGL213C,37,6,5,912,949
YGL213C,44,6,6,1067,1111
YDR231C,23,1,1,342,365
YMR038C,96,2,1,428,524
YMR038C,80,2,2,668,748
YNL071W,98,12,1,150,248
YNL071W,27,12,2,260,287
YNL071W,34,12,3,313,347
YNL071W,40,12,4,373,413
YNL071W,41,12,5,434,475
YNL071W,32,12,6,527,559
YNL071W,20,12,7,560,580
YNL071W,50,12,8,993,1043
YNL071W,50,12,9,1050,1100
YNL071W,17,12,10,1101,1118
YNL071W,37,12,11,1253,1290
YNL071W,40,12,12,1277,1317
YNL321W,27,3,1,738,765
YNL321W,26,3,2,809,835
YNL321W,25,3,3,940,965
YNR029C,30,4,1,560,590
YNR029C,31,4,2,926,957
YNR029C,29,4,3,948,977
YNR029C,18,4,4,1029,1047
YBR122C,58,5,1,186,244
YBR122C,87,5,2,256,343
YBR122C,74,5,3,347,421
YBR122C,19,5,4,426,445
YBR122C,33,5,5,501,534
YHR001W,38,5,1,498,536
YHR001W,50,5,2,986,1036
YHR001W,16,5,3,1092,1108
YHR001W,16,5,4,1193,1209
YHR001W,25,5,5,1226,1251
YDR477W,78,4,1,353,431
YDR477W,39,4,2,465,504
YDR477W,34,4,3,866,900
YDR477W,39,4,4,1745,1784
YJL010C,45,2,1,438,483
YJL010C,21,2,2,1859,1880
YOR042W,18,1,1,916,934
YOR342C,18,2,1,245,263
YOR342C,18,2,2,339,357
YJR148W,76,10,1,277,353
YJR148W,28,10,2,407,435
YJR148W,15,10,3,458,473
YJR148W,31,10,4,524,555
YJR148W,19,10,5,556,575
YJR148W,67,10,6,612,679
YJR148W,59,10,7,773,832
YJR148W,37,10,8,902,939
YJR148W,57,10,9,928,985
YJR148W,16,10,10,1106,1122
YIL035C,116,9,1,136,252
YIL035C,39,9,2,306,345
YIL035C,36,9,3,347,383
YIL035C,69,9,4,468,537
YIL035C,38,9,5,540,578
YIL035C,66,9,6,710,776
YIL035C,29,9,7,771,800
YIL035C,53,9,8,827,880
YIL035C,41,9,9,1044,1085
YML121W,23,2,1,393,416
YML121W,36,2,2,501,537
YOL087C,20,8,1,338,358
YOL087C,64,8,2,515,579
YOL087C,16,8,3,745,761
YOL087C,27,8,4,1002,1029
YOL087C,25,8,5,2610,2635
YOL087C,17,8,6,2967,2984
YOL087C,47,8,7,3246,3293
YOL087C,18,8,8,3303,3321
YNL134C,29,1,1,778,807
YNR061C,25,2,1,159,184
YNR061C,23,2,2,185,208
YHR154W,21,8,1,248,269
YHR154W,23,8,2,512,535
YHR154W,33,8,3,1011,1044
YHR154W,41,8,4,1135,1176
YHR154W,16,8,5,1218,1234
YHR154W,15,8,6,1247,1262
YHR154W,16,8,7,1281,1297
YHR154W,17,8,8,1881,1898
YOR008C,30,2,1,708,738
YOR008C,22,2,2,809,831
YMR304W,35,16,1,653,688
YMR304W,31,16,2,723,754
YMR304W,34,16,3,987,1021
YMR304W,31,16,4,1174,1205
YMR304W,48,16,5,1305,1353
YMR304W,28,16,6,1588,1616
YMR304W,30,16,7,1792,1822
YMR304W,17,16,8,1896,1913
YMR304W,42,16,9,2048,2090
YMR304W,16,16,10,2157,2173
YMR304W,20,16,11,2461,2481
YMR304W,16,16,12,2500,2516
YMR304W,22,16,13,2520,2542
YMR304W,22,16,14,2778,2800
YMR304W,17,16,15,3048,3065
YMR304W,21,16,16,3076,3097
YOL130W,20,9,1,751,771
YOL130W,18,9,2,1256,1274
YOL130W,32,9,3,1525,1557
YOL130W,37,9,4,1741,1778
YOL130W,26,9,5,1782,1808
YOL130W,18,9,6,1819,1837
YOL130W,22,9,7,2202,2224
YOL130W,22,9,8,2333,2355
YOL130W,17,9,9,2459,2476
YPL199C,45,3,1,204,249
YPL199C,17,3,2,366,383
YPL199C,18,3,3,491,509
YFL036W,16,4,1,922,938
YFL036W,37,4,2,1483,1520
YFL036W,15,4,3,2171,2186
YFL036W,25,4,4,2633,2658
YGR177C,23,6,1,361,384
YGR177C,23,6,2,391,414
YGR177C,29,6,3,415,444
YGR177C,51,6,4,543,594
YGR177C,15,6,5,1050,1065
YGR177C,40,6,6,1119,1159
YKL045W,58,6,1,277,335
YKL045W,28,6,2,449,477
YKL045W,36,6,3,550,586
YKL045W,20,6,4,823,843
YKL045W,30,6,5,831,861
YKL045W,22,6,6,942,964
YIL157C,17,1,1,446,463
YNL074C,34,14,1,335,369
YNL074C,29,14,2,507,536
YNL074C,21,14,3,633,654
YNL074C,74,14,4,655,729
YNL074C,50,14,5,716,766
YNL074C,34,14,6,803,837
YNL074C,18,14,7,906,924
YNL074C,24,14,8,928,952
YNL074C,20,14,9,1043,1063
YNL074C,41,14,10,1064,1105
YNL074C,16,14,11,1163,1179
YNL074C,22,14,12,1270,1292
YNL074C,17,14,13,1295,1312
YNL074C,17,14,14,1325,1342
YKL007W,29,2,1,376,405
YKL007W,32,2,2,415,447
YNL169C,33,1,1,1246,1279
YFR034C,44,2,1,444,488
YFR034C,28,2,2,747,775
YGL206C,26,27,1,192,218
YGL206C,61,27,2,234,295
YGL206C,44,27,3,297,341
YGL206C,40,27,4,375,415
YGL206C,112,27,5,416,528
YGL206C,45,27,6,675,720
YGL206C,17,27,7,771,788
YGL206C,75,27,8,1044,1119
YGL206C,68,27,9,1124,1192
YGL206C,55,27,10,1461,1516
YGL206C,29,27,11,1638,1667
YGL206C,16,27,12,1743,1759
YGL206C,30,27,13,2067,2097
YGL206C,33,27,14,2126,2159
YGL206C,43,27,15,2237,2280
YGL206C,49,27,16,2300,2349
YGL206C,36,27,17,2784,2820
YGL206C,36,27,18,3254,3290
YGL206C,18,27,19,3921,3939
YGL206C,18,27,20,4117,4135
YGL206C,24,27,21,4361,4385
YGL206C,30,27,22,4378,4408
YGL206C,36,27,23,4437,4473
YGL206C,18,27,24,4478,4496
YGL206C,27,27,25,4744,4771
YGL206C,39,27,26,4884,4923
YGL206C,21,27,27,4940,4961
YGL091C,21,1,1,563,584
YHR070W,49,6,1,316,365
YHR070W,28,6,2,368,396
YHR070W,49,6,3,448,497
YHR070W,24,6,4,562,586
YHR070W,28,6,5,618,646
YHR070W,33,6,6,941,974
YDR460W,32,1,1,897,929
YKL085W,96,3,1,229,325
YKL085W,31,3,2,623,654
YKL085W,37,3,3,641,678
YOR360C,41,5,1,231,272
YOR360C,51,5,2,300,351
YOR360C,28,5,3,842,870
YOR360C,18,5,4,1010,1028
YOR360C,16,5,5,1236,1252
YOR335C,85,13,1,225,310
YOR335C,66,13,2,360,426
YOR335C,39,13,3,525,564
YOR335C,20,13,4,749,769
YOR335C,48,13,5,833,881
YOR335C,229,13,6,953,1182
YOR335C,27,13,7,1185,1212
YOR335C,23,13,8,1254,1277
YOR335C,45,13,9,1299,1344
YOR335C,67,13,10,1802,1869
YOR335C,29,13,11,2199,2228
YOR335C,16,13,12,2249,2265
YOR335C,15,13,13,2393,2408
YMR099C,39,4,1,246,285
YMR099C,29,4,2,297,326
YMR099C,74,4,3,363,437
YMR099C,42,4,4,812,854
YLR193C,85,1,1,322,407
YHR023W,29,18,1,303,332
YHR023W,26,18,2,411,437
YHR023W,33,18,3,470,503
YHR023W,29,18,4,558,587
YHR023W,21,18,5,799,820
YHR023W,19,18,6,1049,1068
YHR023W,20,18,7,1069,1089
YHR023W,44,18,8,1076,1120
YHR023W,43,18,9,1573,1616
YHR023W,22,18,10,1738,1760
YHR023W,18,18,11,1859,1877
YHR023W,15,18,12,1974,1989
YHR023W,29,18,13,2100,2129
YHR023W,16,18,14,4626,4642
YHR023W,17,18,15,4643,4660
YHR023W,16,18,16,5263,5279
YHR023W,28,18,17,5517,5545
YHR023W,26,18,18,5745,5771
YDR097C,19,6,1,1634,1653
YDR097C,45,6,2,1666,1711
YDR097C,36,6,3,1704,1740
YDR097C,22,6,4,2264,2286
YDR097C,33,6,5,2273,2306
YDR097C,35,6,6,3516,3551
YBL022C,39,8,1,195,234
YBL022C,17,8,2,242,259
YBL022C,38,8,3,250,288
YBL022C,101,8,4,289,390
YBL022C,26,8,5,1757,1783
YBL022C,20,8,6,2074,2094
YBL022C,34,8,7,2870,2904
YBL022C,44,8,8,2947,2991
YPL215W,45,3,1,637,682
YPL215W,34,3,2,674,708
YPL215W,26,3,3,927,953
YER156C,41,2,1,272,313
YER156C,16,2,2,366,382
YNL298W,15,11,1,377,392
YNL298W,28,11,2,405,433
YNL298W,31,11,3,1376,1407
YNL298W,36,11,4,1421,1457
YNL298W,18,11,5,1594,1612
YNL298W,21,11,6,1615,1636
YNL298W,42,11,7,1725,1767
YNL298W,32,11,8,1800,1832
YNL298W,26,11,9,1887,1913
YNL298W,52,11,10,1913,1965
YNL298W,21,11,11,2240,2261
YOR095C,31,3,1,342,373
YOR095C,45,3,2,645,690
YOR095C,34,3,3,733,767
YOR377W,30,4,1,321,351
YOR377W,26,4,2,711,737
YOR377W,16,4,3,1140,1156
YOR377W,27,4,4,1186,1213
YLL026W,54,10,1,331,385
YLL026W,33,10,2,706,739
YLL026W,54,10,3,1267,1321
YLL026W,20,10,4,1429,1449
YLL026W,107,10,5,1909,2016
YLL026W,15,10,6,2042,2057
YLL026W,63,10,7,2044,2107
YLL026W,94,10,8,2476,2570
YLL026W,20,10,9,2577,2597
YLL026W,66,10,10,2661,2727
YGL108C,35,1,1,193,228
YDR388W,24,1,1,784,808
YPL208W,27,5,1,365,392
YPL208W,48,5,2,872,920
YPL208W,17,5,3,1010,1027
YPL208W,55,5,4,1275,1330
YPL208W,26,5,5,1547,1573
YDR007W,47,1,1,308,355
YOR284W,20,1,1,615,635
YGL220W,24,1,1,260,284
YBR233W,62,1,1,648,710
YPL122C,23,1,1,231,254
YMR291W,36,10,1,585,621
YMR291W,22,10,2,811,833
YMR291W,19,10,3,885,904
YMR291W,37,10,4,1034,1071
YMR291W,18,10,5,1076,1094
YMR291W,24,10,6,1192,1216
YMR291W,17,10,7,1460,1477
YMR291W,22,10,8,1483,1505
YMR291W,17,10,9,1508,1525
YMR291W,50,10,10,1698,1748
YKL104C,24,13,1,470,494
YKL104C,26,13,2,580,606
YKL104C,20,13,3,926,946
YKL104C,28,13,4,949,977
YKL104C,17,13,5,1027,1044
YKL104C,23,13,6,1186,1209
YKL104C,18,13,7,1290,1308
YKL104C,16,13,8,1371,1387
YKL104C,17,13,9,1401,1418
YKL104C,30,13,10,1590,1620
YKL104C,24,13,11,1753,1777
YKL104C,34,13,12,1799,1833
YKL104C,74,13,13,2033,2107
YHR012W,32,4,1,200,232
YHR012W,22,4,2,470,492
YHR012W,44,4,3,511,555
YHR012W,46,4,4,794,840
YHL027W,30,8,1,398,428
YHL027W,19,8,2,436,455
YHL027W,39,8,3,542,581
YHL027W,19,8,4,1395,1414
YHL027W,15,8,5,1472,1487
YHL027W,26,8,6,1568,1594
YHL027W,19,8,7,1609,1628
YHL027W,16,8,8,1767,1783
YKL116C,29,8,1,468,497
YKL116C,20,8,2,517,537
YKL116C,20,8,3,916,936
YKL116C,40,8,4,978,1018
YKL116C,23,8,5,1141,1164
YKL116C,26,8,6,1179,1205
YKL116C,32,8,7,1321,1353
YKL116C,45,8,8,1422,1467
YOR319W,52,1,1,338,390
YGR119C,123,5,1,1022,1145
YGR119C,18,5,2,1151,1169
YGR119C,47,5,3,1257,1304
YGR119C,33,5,4,1362,1395
YGR119C,49,5,5,1410,1459
YGR035C,15,2,1,269,284
YGR035C,61,2,2,288,349
YOL127W,26,2,1,219,245
YOL127W,34,2,2,280,314
YAL020C,49,2,1,357,406
YAL020C,30,2,2,580,610
YDR539W,38,3,1,681,719
YDR539W,18,3,2,1033,1051
YDR539W,32,3,3,1472,1504
YMR212C,61,8,1,553,614
YMR212C,16,8,2,1093,1109
YMR212C,16,8,3,1129,1145
YMR212C,27,8,4,1137,1164
YMR212C,24,8,5,1503,1527
YMR212C,30,8,6,2090,2120
YMR212C,15,8,7,2205,2220
YMR212C,37,8,8,2258,2295
YBR025C,29,10,1,234,263
YBR025C,59,10,2,265,324
YBR025C,74,10,3,337,411
YBR025C,20,10,4,417,437
YBR025C,34,10,5,481,515
YBR025C,80,10,6,533,613
YBR025C,28,10,7,678,706
YBR025C,101,10,8,823,924
YBR025C,18,10,9,1082,1100
YBR025C,15,10,10,1106,1121
YML001W,58,1,1,347,405
YOR187W,26,2,1,415,441
YOR187W,25,2,2,1175,1200
YGR286C,33,1,1,384,417
YMR217W,19,6,1,269,288
YMR217W,79,6,2,460,539
YMR217W,66,6,3,989,1055
YMR217W,66,6,4,1075,1141
YMR217W,34,6,5,1238,1272
YMR217W,36,6,6,1542,1578
YKL128C,126,2,1,219,345
YKL128C,46,2,2,354,400
YGL035C,16,3,1,748,764
YGL035C,15,3,2,1054,1069
YGL035C,19,3,3,1092,1111
YCR086W,48,1,1,454,502
YDR494W,33,11,1,181,214
YDR494W,59,11,2,318,377
YDR494W,15,11,3,418,433
YDR494W,31,11,4,425,456
YDR494W,27,11,5,511,538
YDR494W,25,11,6,556,581
YDR494W,28,11,7,587,615
YDR494W,18,11,8,617,635
YDR494W,21,11,9,732,753
YDR494W,26,11,10,863,889
YDR494W,54,11,11,1026,1080
YLR026C,54,2,1,352,406
YLR026C,48,2,2,456,504
YGR246C,15,5,1,456,471
YGR246C,32,5,2,521,553
YGR246C,22,5,3,814,836
YGR246C,52,5,4,925,977
YGR246C,18,5,5,1371,1389
YHR008C,53,3,1,215,268
YHR008C,31,3,2,272,303
YHR008C,30,3,3,419,449
YMR277W,45,5,1,840,885
YMR277W,44,5,2,953,997
YMR277W,16,5,3,1038,1054
YMR277W,34,5,4,1128,1162
YMR277W,29,5,5,1709,1738
YLL004W,30,1,1,1466,1496
YER049W,20,3,1,1124,1144
YER049W,47,3,2,1323,1370
YER049W,27,3,3,1673,1700
YGL125W,40,5,1,1055,1095
YGL125W,54,5,2,1122,1176
YGL125W,18,5,3,1197,1215
YGL125W,16,5,4,1230,1246
YGL125W,34,5,5,1354,1388
YEL054C,54,1,1,315,369
YMR239C,23,8,1,491,514
YMR239C,28,8,2,791,819
YMR239C,31,8,3,817,848
YMR239C,61,8,4,937,998
YMR239C,16,8,5,1058,1074
YMR239C,57,8,6,1135,1192
YMR239C,28,8,7,1215,1243
YMR239C,50,8,8,1288,1338
YNL006W,81,4,1,287,368
YNL006W,66,4,2,377,443
YNL006W,26,4,3,447,473
YNL006W,33,4,4,507,540
YLR028C,44,10,1,641,685
YLR028C,67,10,2,728,795
YLR028C,20,10,3,1117,1137
YLR028C,36,10,4,1241,1277
YLR028C,46,10,5,1281,1327
YLR028C,37,10,6,1428,1465
YLR028C,21,10,7,1471,1492
YLR028C,47,10,8,1505,1552
YLR028C,16,10,9,1554,1570
YLR028C,21,10,10,1575,1596
YER136W,79,3,1,278,357
YER136W,16,3,2,439,455
YER136W,32,3,3,1019,1051
YML012W,34,3,1,163,197
YML012W,26,3,2,225,251
YML012W,19,3,3,559,578
YER056C-A,27,1,1,159,186
YDR028C,57,13,1,317,374
YDR028C,32,13,2,738,770
YDR028C,49,13,3,1560,1609
YDR028C,17,13,4,1659,1676
YDR028C,34,13,5,1676,1710
YDR028C,87,13,6,1911,1998
YDR028C,19,13,7,2081,2100
YDR028C,20,13,8,2196,2216
YDR028C,121,13,9,2549,2670
YDR028C,145,13,10,2673,2818
YDR028C,36,13,11,2819,2855
YDR028C,134,13,12,2856,2990
YDR028C,22,13,13,3023,3045
YOR217W,18,7,1,1181,1199
YOR217W,37,7,2,1255,1292
YOR217W,32,7,3,1604,1636
YOR217W,20,7,4,1638,1658
YOR217W,33,7,5,1783,1816
YOR217W,19,7,6,2041,2060
YOR217W,19,7,7,2432,2451
YMR285C,19,5,1,541,560
YMR285C,27,5,2,1170,1197
YMR285C,26,5,3,1354,1380
YMR285C,22,5,4,1381,1403
YMR285C,33,5,5,1422,1455
YPR074C,26,4,1,1005,1031
YPR074C,22,4,2,1035,1057
YPR074C,50,4,3,1493,1543
YPR074C,43,4,4,1628,1671
YCR057C,80,5,1,1299,1379
YCR057C,16,5,2,1403,1419
YCR057C,32,5,3,1743,1775
YCR057C,97,5,4,1900,1997
YCR057C,33,5,5,2186,2219
YMR197C,38,1,1,345,383
YAR071W,28,1,1,404,432
YLR060W,207,11,1,405,612
YLR060W,25,11,2,678,703
YLR060W,51,11,3,766,817
YLR060W,34,11,4,1099,1133
YLR060W,26,11,5,1314,1340
YLR060W,57,11,6,1406,1463
YLR060W,16,11,7,1464,1480
YLR060W,34,11,8,1498,1532
YLR060W,126,11,9,1538,1664
YLR060W,19,11,10,1746,1765
YLR060W,33,11,11,1752,1785
YDR516C,92,2,1,570,662
YDR516C,37,2,2,715,752
YPL233W,24,2,1,259,283
YPL233W,17,2,2,486,503
YIL063C,18,3,1,819,837
YIL063C,35,3,2,828,863
YIL063C,50,3,3,880,930
YIR006C,58,18,1,612,670
YIR006C,20,18,2,672,692
YIR006C,19,18,3,779,798
YIR006C,33,18,4,1059,1092
YIR006C,27,18,5,1700,1727
YIR006C,15,18,6,2020,2035
YIR006C,65,18,7,2661,2726
YIR006C,19,18,8,2866,2885
YIR006C,25,18,9,2886,2911
YIR006C,19,18,10,3072,3091
YIR006C,19,18,11,3332,3351
YIR006C,120,18,12,3401,3521
YIR006C,15,18,13,3643,3658
YIR006C,31,18,14,3660,3691
YIR006C,32,18,15,3817,3849
YIR006C,20,18,16,3872,3892
YIR006C,78,18,17,3908,3986
YIR006C,19,18,18,4044,4063
YBR049C,45,2,1,450,495
YBR049C,17,2,2,1492,1509
YDR044W,30,1,1,868,898
YKR080W,24,3,1,521,545
YKR080W,24,3,2,563,587
YKR080W,15,3,3,701,716
YNL010W,19,4,1,247,266
YNL010W,84,4,2,314,398
YNL010W,18,4,3,600,618
YNL010W,49,4,4,676,725
YDL002C,41,2,1,337,378
YDL002C,20,2,2,585,605
YJR032W,19,6,1,202,221
YJR032W,35,6,2,215,250
YJR032W,28,6,3,477,505
YJR032W,44,6,4,570,614
YJR032W,31,6,5,642,673
YJR032W,22,6,6,1109,1131
YIR037W,17,3,1,174,191
YIR037W,22,3,2,333,355
YIR037W,46,3,3,389,435
YDR071C,76,2,1,163,239
YDR071C,80,2,2,449,529
YDR162C,94,2,1,448,542
YDR162C,58,2,2,649,707
YJL101C,29,7,1,595,624
YJL101C,20,7,2,711,731
YJL101C,31,7,3,750,781
YJL101C,34,7,4,1133,1167
YJL101C,19,7,5,1463,1482
YJL101C,27,7,6,1565,1592
YJL101C,19,7,7,1936,1955
YDR353W,34,7,1,176,210
YDR353W,26,7,2,218,244
YDR353W,33,7,3,422,455
YDR353W,63,7,4,702,765
YDR353W,17,7,5,770,787
YDR353W,26,7,6,793,819
YDR353W,15,7,7,823,838
YMR139W,19,3,1,614,633
YMR139W,37,3,2,655,692
YMR139W,31,3,3,974,1005
YJL001W,90,4,1,200,290
YJL001W,113,4,2,291,404
YJL001W,44,4,3,420,464
YJL001W,33,4,4,550,583
YHR183W,100,2,1,335,435
YHR183W,39,2,2,1067,1106
YJL138C,44,7,1,284,328
YJL138C,23,7,2,395,418
YJL138C,15,7,3,606,621
YJL138C,46,7,4,704,750
YJL138C,61,7,5,751,812
YJL138C,32,7,6,923,955
YJL138C,40,7,7,957,997
YPR143W,17,1,1,715,732
YML085C,21,4,1,687,708
YML085C,103,4,2,909,1012
YML085C,33,4,3,1125,1158
YML085C,44,4,4,1282,1326
YOL080C,36,2,1,597,633
YOL080C,15,2,2,683,698
YER094C,81,3,1,285,366
YER094C,22,3,2,447,469
YER094C,31,3,3,463,494
YIL022W,16,4,1,604,620
YIL022W,52,4,2,977,1029
YIL022W,26,4,3,1189,1215
YIL022W,82,4,4,1208,1290
YHR083W,25,3,1,368,393
YHR083W,20,3,2,395,415
YHR083W,27,3,3,629,656
YKR037C,28,2,1,201,229
YKR037C,30,2,2,462,492
YKL119C,30,2,1,305,335
YKL119C,52,2,2,581,633
YLR212C,25,4,1,229,254
YLR212C,17,4,2,318,335
YLR212C,17,4,3,695,712
YLR212C,20,4,4,846,866
YHR042W,29,9,1,182,211
YHR042W,22,9,2,950,972
YHR042W,37,9,3,960,997
YHR042W,21,9,4,1009,1030
YHR042W,19,9,5,1110,1129
YHR042W,27,9,6,1130,1157
YHR042W,32,9,7,1227,1259
YHR042W,47,9,8,1481,1528
YHR042W,15,9,9,1799,1814
YER101C,27,3,1,342,369
YER101C,21,3,2,771,792
YER101C,41,3,3,963,1004
YKR079C,19,5,1,529,548
YKR079C,36,5,2,1125,1161
YKR079C,16,5,3,1429,1445
YKR079C,18,5,4,1857,1875
YKR079C,19,5,5,2171,2190
YNL248C,201,8,1,363,564
YNL248C,38,8,2,565,603
YNL248C,41,8,3,657,698
YNL248C,23,8,4,733,756
YNL248C,77,8,5,838,915
YNL248C,46,8,6,966,1012
YNL248C,46,8,7,1057,1103
YNL248C,77,8,8,1155,1232
YCR019W,16,1,1,724,740
YDR066C,32,1,1,458,490
YML030W,25,1,1,322,347
YML065W,45,6,1,687,732
YML065W,19,6,2,1979,1998
YML065W,30,6,3,2167,2197
YML065W,16,6,4,2245,2261
YML065W,15,6,5,2280,2295
YML065W,28,6,6,2526,2554
YPR165W,22,1,1,344,366
YGL194C-A,79,1,1,135,214
YPR125W,32,2,1,261,293
YPR125W,32,2,2,932,964
YHR049W,46,4,1,332,378
YHR049W,31,4,2,593,624
YHR049W,21,4,3,635,656
YHR049W,21,4,4,681,702
YDL126C,51,12,1,303,354
YDL126C,199,12,2,548,747
YDL126C,43,12,3,843,886
YDL126C,42,12,4,1089,1131
YDL126C,32,12,5,1192,1224
YDL126C,64,12,6,1427,1491
YDL126C,18,12,7,1719,1737
YDL126C,35,12,8,1795,1830
YDL126C,28,12,9,1839,1867
YDL126C,16,12,10,1874,1890
YDL126C,16,12,11,2150,2166
YDL126C,40,12,12,2169,2209
YDR228C,15,4,1,215,230
YDR228C,29,4,2,219,248
YDR228C,21,4,3,1134,1155
YDR228C,28,4,4,1156,1184
YOR340C,28,2,1,693,721
YOR340C,64,2,2,842,906
YGR264C,43,10,1,691,734
YGR264C,29,10,2,742,771
YGR264C,22,10,3,818,840
YGR264C,22,10,4,906,928
YGR264C,16,10,5,933,949
YGR264C,38,10,6,1394,1432
YGR264C,15,10,7,1519,1534
YGR264C,69,10,8,1537,1606
YGR264C,70,10,9,1911,1981
YGR264C,39,10,10,1985,2024
YOR133W,44,18,1,189,233
YOR133W,55,18,2,335,390
YOR133W,38,18,3,402,440
YOR133W,15,18,4,488,503
YOR133W,43,18,5,571,614
YOR133W,84,18,6,1065,1149
YOR133W,25,18,7,1177,1202
YOR133W,95,18,8,1238,1333
YOR133W,18,18,9,1446,1464
YOR133W,51,18,10,1574,1625
YOR133W,34,18,11,1664,1698
YOR133W,45,18,12,1966,2011
YOR133W,86,18,13,2015,2101
YOR133W,40,18,14,2114,2154
YOR133W,40,18,15,2188,2228
YOR133W,36,18,16,2233,2269
YOR133W,20,18,17,2282,2302
YOR133W,68,18,18,2428,2496
YNL320W,24,1,1,292,316
YBR145W,20,2,1,215,235
YBR145W,34,2,2,604,638
YDR339C,31,1,1,312,343
YNL310C,29,2,1,196,225
YNL310C,34,2,2,488,522
YFL037W,20,6,1,645,665
YFL037W,27,6,2,677,704
YFL037W,101,6,3,1062,1163
YFL037W,75,6,4,1181,1256
YFL037W,20,6,5,1277,1297
YFL037W,28,6,6,1303,1331
YJR132W,43,12,1,304,347
YJR132W,19,12,2,514,533
YJR132W,20,12,3,626,646
YJR132W,34,12,4,892,926
YJR132W,46,12,5,960,1006
YJR132W,23,12,6,1260,1283
YJR132W,66,12,7,1322,1388
YJR132W,40,12,8,1377,1417
YJR132W,23,12,9,2591,2614
YJR132W,70,12,10,2688,2758
YJR132W,20,12,11,2759,2779
YJR132W,29,12,12,2841,2870
YPL169C,22,2,1,1187,1209
YPL169C,27,2,2,1507,1534
YHR161C,45,2,1,1134,1179
YHR161C,16,2,2,1180,1196
YNL199C,43,1,1,604,647
YLR181C,27,4,1,402,429
YLR181C,28,4,2,464,492
YLR181C,43,4,3,497,540
YLR181C,47,4,4,582,629
YLR225C,17,2,1,337,354
YLR225C,37,2,2,1103,1140
YGL207W,27,19,1,647,674
YGL207W,33,19,2,944,977
YGL207W,73,19,3,978,1051
YGL207W,34,19,4,1159,1193
YGL207W,18,19,5,1382,1400
YGL207W,38,19,6,1586,1624
YGL207W,37,19,7,1763,1800
YGL207W,31,19,8,1806,1837
YGL207W,65,19,9,1849,1914
YGL207W,41,19,10,2014,2055
